Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight;Price_euros
Asus;Rog G752VS-BA171T;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.3kg;2350.0
Toshiba;Tecra Z40-C-161;Ultrabook;14.0;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Nvidia GeForce 930M;Windows 10;1.47kg;1764.0
Lenovo;IdeaPad 110-15IBR;Notebook;15.6;1366x768;Intel Celeron Quad Core N3710 1.6GHz;8GB;1TB HDD;Intel HD Graphics 405;No OS;2.2kg;329.0
Lenovo;ThinkPad T470s;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.7kg;2299.0
MSI;GS43VR 7RE;Gaming;14.0;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.6kg;1891.0
MSI;GL62M (i5-7300HQ/8GB/1TB;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1089.0
Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;4GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;999.0
Acer;Predator G9-793;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.2kg;2299.0
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.62kg;985.0
Asus;FX502VM-DM560T (i7-7700HQ/8GB/1TB;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX1060;Windows 10;2.24kg;1339.0
Vero;K146 (N3350/4GB/32GB/W10);Notebook;14.0;1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.22kg;202.9
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.37kg;1970.0
Lenovo;Yoga 510-15IKB;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R7 M460;Windows 10;2.08kg;959.0
Apple;"MacBook 12""";Ultrabook;12.0;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8GB;512GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920kg;1165.0
Lenovo;ThinkPad X1;2 in 1 Convertible;14.0;IPS Panel Touchscreen 2560x1440;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.42kg;2330.0
Asus;R417NA-RS01 (N3350/4GB/32GB/W10);Notebook;14.0;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.63kg;299.0
Dell;Latitude 3580;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;810.0
Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.38kg;1349.0
Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8GB;256GB SSD;AMD Radeon R5 M420X;Windows 10;2kg;739.0
HP;ZBook 17;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia Quadro M2200;Windows 10;3.14kg;2064.9
Asus;Pro P2540UA-XS51;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.37kg;1099.0
Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;1499.0
Dell;XPS 15;Notebook;15.6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06kg;1749.0
Dell;Latitude 3180;Netbook;11.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;128GB SSD;Intel HD Graphics 505;Windows 10;1.63kg;744.0
HP;EliteBook 820;Netbook;12.5;1366x768;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.26kg;1389.0
Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;780.0
HP;15-ba043na (A12-9700P/8GB/2TB/W10);Notebook;15.6;1366x768;AMD A12-Series 9700P 2.5GHz;8GB;2TB HDD;AMD Radeon R7 Graphics;Windows 10;2.04kg;629.0
Dell;Inspiron 7567;Gaming;15.6;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62kg;1679.0
Lenovo;IdeaPad 310-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 920M;Windows 10;2.4kg;609.0
HP;Omen 17-an012dx;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;1TB HDD;AMD Radeon RX 580;Windows 10;3.74kg;1749.0
MSI;GE72MVR 7RG;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9kg;2415.0
Samsung;Notebook 9;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;0.81kg;1499.0
Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce GT 940MX;Windows 10;1.98kg;961.0
Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18kg;789.81
Lenovo;Thinkpad T470s;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;1859.0
Razer;Blade Stealth;Ultrabook;12.5;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.5GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;1799.0
HP;Chromebook 11;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.23kg;385.0
Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.36kg;2505.02
Dell;Latitude 3480;Notebook;14.0;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.76kg;755.0
Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;489.9
Toshiba;Tecra X40-D-10Z;Ultrabook;14.0;1366x768;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.25kg;1090.0
Lenovo;Thinkpad X1;Ultrabook;14.0;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.13kg;2499.0
MSI;GL62M 7RD;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;1199.0
Lenovo;ThinkPad X1;Ultrabook;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13kg;1875.0
Toshiba;Satellite Pro;Notebook;14.0;1366x768;Intel Pentium Dual Core 4405U 2.1GHz;4GB;128GB SSD;Intel HD Graphics 510;Windows 10;1.75kg;499.0
Asus;ZenBook Flip;2 in 1 Convertible;13.3;Touchscreen / Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.1kg;1358.0
Dell;Latitude 3480;Notebook;14.0;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.76kg;585.0
Acer;Chromebook 11;Netbook;11.6;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.35kg;355.0
Acer;Swift 3;Notebook;14.0;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.5kg;619.0
Razer;Blade Pro;Gaming;17.3;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32GB;512GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49kg;5499.0
Lenovo;Thinkpad X1;Ultrabook;14.0;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.1kg;2099.0
Asus;VivoBook Max;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 920;Linux;2.1kg;519.0
Lenovo;Thinkpad T460;Notebook;14.0;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.7kg;1186.0
Lenovo;ThinkPad T470s;Notebook;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;1650.0
Dell;Alienware 15;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.21kg;2774.63
Asus;Rog GL702VS-BA023T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9kg;2419.0
Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.0kg;669.0
Lenovo;N42-20 Chromebook;Notebook;14.0;1366x768;Intel Celeron Quad Core N3160 1.6GHz;4GB;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.5kg;325.0
Asus;R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB HDD;Intel HD Graphics 620;Windows 10;2.3kg;590.0
Asus;Rog GL702VM-GC017T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.73kg;1799.0
Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42kg;3072.89
HP;ProBook 470;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63kg;910.0
Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.18kg;713.99
HP;EliteBook 840;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 7;1.54kg;1870.0
Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18kg;739.0
HP;Chromebook X360;2 in 1 Convertible;11.6;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Chrome OS;1.4kg;615.0
Asus;ZenBook UX310UQ-GL026T;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;512GB SSD;Nvidia GeForce 940M;Windows 10;1.45kg;1026.0
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;2277.0
HP;EliteBook 840;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.54kg;1468.0
HP;250 G6;Notebook;15.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;128GB SSD;Intel HD Graphics 400;No OS;1.86kg;299.0
Asus;Rog GL502VM-DS74;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.1kg;1899.0
Dell;Inspiron 5767;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD Radeon R7 M445;Linux;2.83kg;865.0
Lenovo;ThinkPad T470p;Ultrabook;14.0;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce GT 940MX;Windows 10;1.96kg;1903.0
Asus;K556UR-DM621T (i7-7500U/8GB/256GB/GeForce;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce GTX 930MX;Windows 10;2.3kg;787.0
Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;945.0
Asus;X541NA (N4200/4GB/1TB/W10);Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Windows 10;2kg;449.0
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;2559.0
Dell;Inspiron 5368;Notebook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;1.62kg;649.0
Lenovo;IdeaPad 110-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;2.2kg;469.0
Lenovo;ThinkPad E570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;850.66
HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;AMD Radeon R7 M465;Windows 10;1.84kg;1349.0
Toshiba;Portege X30-D-10X;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1285.0
Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;No OS;2.5kg;1017.0
Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7660U 2.5GHz;16GB;512GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.29kg;2240.0
HP;Probook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.07kg;910.0
Toshiba;Portégé Z30-C-188;Ultrabook;13.3;1366x768;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.2kg;1095.0
Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.37kg;1950.0
Acer;TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10);Notebook;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.56kg;902.0
Dell;Precision 3520;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia Quadro M620;Windows 10;2.23kg;1778.0
Lenovo;ThinkPad L570;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.38kg;1055.0
Lenovo;IdeaPad 110-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M430;No OS;2.2kg;479.0
Toshiba;Tecra A50-D-11D;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.0kg;1388.0
Lenovo;Thinkpad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;180GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;735.0
Samsung;Notebook 9;Ultrabook;15.0;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.23kg;1849.0
Dell;Latitude 7280;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;1690.0
Asus;X541NA-GO121 (N4200/4GB/1TB/Linux);Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Linux;2kg;398.99
Xiaomi;Mi Notebook;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.28kg;935.0
Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.18kg;912.5
HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.04kg;839.0
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;1700.0
HP;Pavilion x360;2 in 1 Convertible;15.6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.3kg;684.8
Asus;VivoBook L402NA;Notebook;14.1;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.65kg;348.0
Lenovo;IdeaPad 510-15ISK;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.2kg;669.0
Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;369.0
HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;1799.0
Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;AMD Radeon R5 M420X;Linux;2.18kg;455.7
Asus;Rog GL753VD-GC082T;Gaming;17.3;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;12GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1369.9
Acer;Chromebook C731-C78G;Netbook;11.6;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.25kg;297.0
Lenovo;IdeaPad 110-17ACL;Notebook;17.3;1600x900;AMD A4-Series 7210 2.2GHz;4GB;500GB HDD;AMD Radeon R3;Windows 10;2.8kg;379.0
HP;Probook 640;Notebook;14.0;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;1265.0
HP;Envy x360;2 in 1 Convertible;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.42kg;1399.0
Samsung;Notebook 9;Ultrabook;15.0;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.17kg;1699.0
Lenovo;ThinkPad T470s;Ultrabook;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;1799.0
MSI;GS73VR Stealth;Gaming;17.3;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  2TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;2649.0
Toshiba;Portege X30-D-10V;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1475.0
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050Ti;Linux;2.62kg;929.0
HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.04kg;900.0
Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;AMD Radeon R5 M420X;Windows 10;2.18kg;614.0
Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.9kg;935.0
Dell;XPS 13;2 in 1 Convertible;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7Y75 1.3GHz;8GB;512GB SSD;Intel HD Graphics 615;Windows 10;1.24kg;2013.1
Asus;G701VO-IH74K (i7-6820HK/32GB/2x;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32GB;256GB SSD +  256GB SSD;Nvidia GeForce GTX 980M;Windows 10;3.58kg;1279.0
Dell;XPS 13;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;16GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.22kg;1649.0
Lenovo;ThinkPad X1;Ultrabook;14.0;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13kg;2049.0
Lenovo;ThinkPad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;1962.99
LG;Gram 15Z970;Ultrabook;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.08kg;2099.0
HP;Elitebook 820;Netbook;12.5;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.26kg;1483.0
Acer;Chromebook CB5-571-C1DZ;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core 3205U 1.5GHz;4GB;16GB Flash Storage;Intel HD Graphics;Chrome OS;2.20kg;359.0
Lenovo;IdeaPad Y700-15ISK;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6kg;789.0
LG;Gram 14Z970;Ultrabook;14.0;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;0.98kg;1899.0
Dell;Latitude 5480;Notebook;14.0;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;1205.0
HP;Elitebook Folio;Ultrabook;12.5;4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8GB;240GB SSD;Intel HD Graphics 515;Windows 10;1.09kg;3100.0
Lenovo;IdeaPad 510-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2kg;789.0
HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04kg;1018.99
Acer;Aspire E5-575;Notebook;15.6;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.4kg;499.0
Lenovo;ThinkPad 13;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;881.0
HP;Probook 430;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.49kg;960.0
MSI;GE72VR 6RF;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7kg;1599.0
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.6kg;1349.0
MSI;GL62M 7RD;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1119.91
